MARCA,MODELO,LINK,CALIDAD,Revisor,Re-revisor,Review Quality OK?,EXPLICACION,COMPOSICIÓN,ILUMINACIÓN,ENFOQUE,EXPOSICIÓN,COLOR,ANGULO,CONTEXTO,EDICION,ENCUADRE,CALIDAD DE IMAGEN
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/kuga/hibrido/titanium-2-5-duratec-phev-165kw-auto/746672/,MUY BIEN,Lautaro,Ruben,OK,"Buena calidad e iluminación, ligera inclinación, ángulos correctos.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/puma/gasolina/1-0-ecoboost-125cv-titanium-design-mhev/1021281/,REGULAR,Ramón,Lautaro,OK,"Buenos ángulos, cubren todo el coche, fotos algo borrosas pero buena iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/puma/hibrido/1-0-ecoboost-92kw-st-line-x-mhev/591887/,REGULAR,Lautaro,Ramón,OK,"Iluminación pobre, encuadre descentrado, ángulos inclinados, calidad media.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/transit-courier/gasolina/nueva-van-active-n1-1-0-ecoboost-93-2kw-125cv-euro-6-2/798829/,REGULAR,Lautaro,Alejandro,OK,"Iluminación pobre, encuadre descentrado, ángulos inclinados, calidad media.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/transit-custom/diesel/kombi-2-0-tdci-96kw-320-l1-trend/904096/,REGULAR,Lautaro,Ruben,OK,"Ligera sobreexposición, buenos ángulos, iluminación mal distribuida, reflejo de persona.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/guadalajara/ford/transit-custom/diesel/nueva-m1-kombi-ft320-l1-kombi-limited-2-0-ecoblue-100kw-136cv-euro-6-2/911071/,BIEN,Lautaro,Ruben,OK,Mismas fotos que la anterior pero con mejor exposición.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/bronco/gasolina/badlands-2-7-ecoboost-v6-335cv-4x4-int/1004359/,MUY MALA,Lautaro,Alejandro,OK,"Fotos inclinadas, mal enfocadas, color mal distribuido, fotos tomadas en un espacio sucio, ángulos inclinados.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/capri/electrico/cx740l-premium-r-ext-rwd-77kwh-286cv/910075/,REGULAR,Lautaro,Ramón,OK,"Iluminación mal distribuida, calidad de foto mejorable, buenos ángulos y buen encuadre.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/capri/electrico/cx740l-premium-r-ext-rwd-77kwh-286cv/965015/,MUY BIEN,Santiago,Lautaro,Not OK,"Muchas fotos, muestran todo el coche y lo que puede ofrecer.",5 fotos generales y 14 fotos detalle,Buena,Buena,Buena,Buena,Bueno,Venta de coches,Nada,Bueno,Fotos de muy buena calidad
Ford,,https://www.deysa.com/coches/usados/madrid/ford/connect/diesel/transit-kombi-b-corta-ft-230l1-n1-trend-1-5-tdci-s-s/827679/,REGULAR,Ruben,Alejandro,OK,"Fotos límite, iluminación algo mala y enfoques mejorables.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/connect/hibrido/transit-nueva-van-l2-trend-n1-1-5l-ecoboost-phev-110-kw-150cv-aut-6e/1009148/,BIEN,Ruben,Ramón,OK,"Diversas fotos , iluminación buena y encajes mejorables.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/connect/hibrido/transit-nueva-van-l2-trend-n1-1-5l-ecoboost-phev-110-kw-150cv-aut/999957/,REGULAR,Ruben,Alejandro,OK,"Diversas fotos, iluminación no homogénea y mejorable, enfoque algo desviado.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/ecosport/gasolina/1-0t-ecoboost-92kw-125cv-s-s-st-line/993740/,MUY BIEN,Ruben,Ramón,OK,"23 fotos varias, ilumiancion perfecta y encaje bueno, ademas el enfoque no es borroso.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/electrico/premium-r-extendido-rwd-77kwh-286cv/880954/,BIEN,Ruben,Ramón,OK,"22 fotos, la iluminación solo falla por los reflejos que tienen las imágenes en cuanto al resto esta bien.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/electrico/premium-r-extendido-rwd-77kwh-286cv/880955/,REGULAR,Lautaro,Ruben,OK,"Algunas fotos mal enfocadas, ligera suciedad en el coche, iluminación mal distribuida, fotos un poco fuera de encuadre.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/electrico/premium-r-extendido-rwd-77kwh-286cv/883247/,BIEN,Ramón,Ruben,OK,"Buenas fotos, se podría mejorar la iluminación pero está enfocado y hay buen detalle.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/electrico/premium-r-extendido-rwd-77kwh-286cv/989358/,BIEN,Santiago,Ruben,OK,"Fotos buenas, enseñan interior y exterior del coche.",5 fotos generales y 12 fotos detalle,Buena,Buena,Buena,Buena,Buena,Venta de coches,Nada,Regular,Fotos de buena calidad
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/hibrido/3-0-phev-awd-st-line/1056569/,MUY BIEN,Ramón,Ruben,OK,"Muchas fotos, buena elección de ángulos e iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/explorer/hibrido/3-0-phev-awd-st-line/847404/,MUY BIEN,Alejandro,Ruben,OK,"Buenas fotos interior exterior con buena exposición, con una luz homogénea, con muchas fotos, muy detalladas y enfocadas, sin sobresaturación y bien encuadradas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/fiesta/gasolina/1-0-ecoboost-mhev-92kw-125cv-st-line-5p/1058614/,REGULAR,Lautaro,Ruben,OK,"Fotos con el lente ""sucio"", colores demasiado cálidos, fotos detalle sucias, ángulos y encuadre descentrados.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/diesel/1-5-ecoblue-85kw-active-x-auto-sb/915153/,BIEN,Ramón,Ruben,OK,Se puede mejorar la iluminación exterior y hay una ligera difuminación en las fotos.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/diesel/1-5-ecoblue-88kw-trend/757427/,BIEN,Alejandro,Ruben,OK,"Fotos regulares en el interior y exterior, cantidad regular de fotos bien iluminadas pero un poco mal enfocadas, bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-92kw-active-auto/746671/,BIEN,Ruben,Lautaro,OK,"19 fotos, en la imagen solo falla la exposición y la iluminación que en algunas fotos es muy alta.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-92kw-active/980515/,BIEN,Santiago,Ramón,OK,"Fotos de buena calidad, el encuadre puede ser mejorable.",5 fotos generales y 16 fotos detalle,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-114kw-active-x/1056194/,BIEN,Alejandro,Santiago,OK,"Fotos regulares en el interior y exterior, cantidad regular de fotos bien iluminadas pero un poco mal enfocadas, bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-114kw-active-x/1059549/,BIEN,Ramón,Santiago,OK,La foto de la parte trasera se podría mejorar.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-114kw-active/1058615/,REGULAR,Lautaro,Alejandro,Not OK,"Iluminación regular, un poco saturado, ángulos inclinados, fotos desenfocadas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-114kw-st-line/1056196/,MUY BIEN,Ruben,Ramón,OK,"24 fotos, la iluminación, el encaje y los ángulos son perfectos.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-114kw-st-line/1059550/,REGULAR,Lautaro,Alejandro,OK,"Iluminación normal, lente ""sucia"", fotos desenfocadas, ángulos ligeramente inclinados.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-active-x/981536/,MUY BIEN,Alejandro,Lautaro,Not OK,"Fotos regulares en el interior y exterior, cantidad decente de fotos bien iluminadas pero mejor enfocadas que las anteriores,  bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line-x/1057634/,MUY BIEN,Ramón,Alejandro,OK,"Buenos ángulos y calidad, cubre todo el coche.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1004358/,REGULAR,Santiago,Ramón,OK,"Fotos bien enfocadas y buenos ángulos, iluminación mala del interior.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1033777/,MUY BIEN,Ruben,Santiago,OK,Mismo anuncio que el 126.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1037951/,MUY BIEN,Alejandro,Santiago,OK,"Fotos regulares en el interior y exterior, cantidad decente de fotos bien iluminadas pero mejor enfocadas que las anteriores,  bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración los mandos del volante se ven perfectamente.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1037952/,BIEN,Ramón,Lautaro,OK,La foto de los asientos traseros es algo oscura.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1048318/,BIEN,Lautaro,Ruben,OK,"Iluminación buena, pocas fotos desenfocadas, ángulos correctos y estables.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1057635/,REGULAR,Santiago,Ruben,OK,"Fotos buenas en iluminación y ángulos, mejorable el encuadre y la exposición.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/1-0-ecoboost-mhev-92kw-st-line/1058613/,BIEN,Ramón,Lautaro,OK,"Muchas fotos, buena elección de ángulos e iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/active-1-0t-ecoboost-mhev-92kw-125cv/1002035/,BIEN,Ruben,Ramón,OK,"23 fotos, iluminación homogénea, ángulos correctos y enfoque detallado.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/focus/gasolina/active-x-1-0t-ecoboost-mhev-92kw-125cv/974135/,BIEN,Alejandro,Ruben,OK,"Fotos regulares en el interior y exterior, cantidad decente de fotos bien iluminadas pero mejor enfocadas que las anteriores, bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/758943/,MUY BIEN,Lautaro,Ruben,OK,"Buena iluminación, ángulos correctos, lente un poco ""sucio"".",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/758944/,BIEN,Alejandro,Ruben,Not OK,"Fotos con buena exposición de interior y exterior, un poco torcidas, y un poco mal encuadrada pero con sin sobresaturación ni mal ángulo, pero un poco mal enfocadas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/765929/,BIEN,Santiago,Ramón,OK,"Iluminación y ángulos buena, desenfoque y fallos en el color por la luz, calidad buena.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/841057/,BIEN,Ramón,Santiago,OK,Buenas fotos con detalle de todo el coche.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/853365/,MUY BIEN,Ruben,Alejandro,OK,"iluminación homogénea, detallado, enfoque preciso, calidad óptima.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/diesel/st-line-1-5-ecoblue-88kw-120cv/895527/,BIEN,Lautaro,Alejandro,OK,"Fotos ligeramente desencuadradas, pocas ligeramente desenfocadas, ángulos correctos y buena iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-1-5-ecoboost-110kw-150cv/1015834/,BIEN,Ruben,Ramón,OK,"26 fotos, como fallo a destacar hay pocas fotos del coche desde el exterior el resto esta bien.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-1-5t-ecoboost-110kw-150cv/989357/,BIEN,Santiago,Ruben,OK,"Iluminación buena, bien enfocados, buena exposición. Mejorar un poco en el encuadre en interiores. Buena calidad.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-2-5-duratec-fhev-140kw-auto/632418/,BIEN,Ramón,Santiago,OK,"Buenas fotos, se podría mejorar la iluminación exterior.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-2-5-duratec-fhev-140kw-auto/839445/,BIEN,Alejandro,Ruben,OK,"Fotos regulares en el interior y exterior, muchas  fotos bien iluminadas bien enfocadas,  bien encuadradas y detalladas, con ángulos diversos y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5-ecoboost-110kw-150cv/1001429/,REGULAR,Santiago,Ramón,OK,"Enfoque, iluminación y encuadre de interior mejorable.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5-ecoboost-110kw-150cv/765927/,BIEN,Ruben,Santiago,OK,"19 fotos, como fallo a destacar hay pocas fotos del coche desde el exterior el resto está bien.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5t-ecoboost-110kw-150cv/1050195/,MUY BIEN,Lautaro,Ruben,OK,"Fotos de calidad, buenos ángulos y colores, iluminación bien distribuida, desenfoque muy ligero.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5t-ecoboost-110kw-150cv/810420/,MUY BIEN,Ramón,Ruben,OK,"Muchas fotos, buena elección de ángulos e iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5t-ecoboost-110kw-150cv/908439/,MUY BIEN,Alejandro,Ruben,OK,"Buenas fotos en el interior y exterior, muchas fotos bien iluminadas bien enfocadas, bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-1-5t-ecoboost-110kw-150cv/911414/,BIEN,Ruben,Ramón,OK,"25 fotos, la iluminación es algo mala en varias fotos pero el resto tiene calidad.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1005400/,BIEN,Santiago,Ruben,OK,"Buenas fotos, bien iluminado y exposición buena, mejorar en el encuadre. Buena calidad.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1005401/,BIEN,Ramón,Lautaro,OK,Buenas fotos salvo alguna con iluminación deficiente.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1011820/,MUY BIEN,Ruben,Ramón,OK,"27 fotos, todos los aspectos del coche son buenos y se puede ver por varios ángulos.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1038657/,BIEN,Lautaro,Santiago,OK,"Fotos con iluminación bien distribuida pero un poco tenue, fotos ligeramente descentradas, buenos ángulos estables y buena calidad de imagen.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1047647/,MUY BIEN,Ramón,Lautaro,Not OK,"Muchas fotos, buena elección de ángulos e iluminación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/1047650/,BIEN,Santiago,Ramón,OK,"Fotos muy buenas, se ve el interior y exterior de lo que ofrece el coche, trabajar en algunas fotos por desenfoque.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/835386/,BIEN,Alejandro,Lautaro,OK,"Fotos regulares en el interior y exterior, mucha cantidad de fotos bien iluminadas y bien enfocadas, bien encuadradas y detalladas, la foto no ha sido editada y está bien encuadrado. ",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/840036/,BIEN,Ramón,Ruben,OK,Buenas fotos en general salvo alguna detalle que está borrosa.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/840040/,BIEN,Ruben,Ramón,OK,"20 fotos, en general todo bien en el interior y en el exterior pero hay sobreexposición en dos fotos.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/841059/,BIEN,Santiago,Lautaro,Not OK,"Buenas fotos, representación del interior y exterior con buenos ángulos, desenfoque en exterior y encuadre mejorable en el interior.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/862952/,BIEN,Ramón,Alejandro,OK,Buenas fotos en general salvo alguna detalle que esta borrosa.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/908442/,BIEN,Ruben,Santiago,OK,Son las mismas fotos que la 163.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/908443/,REGULAR,Lautaro,Ruben,OK,"Iluminación tenue, ligeramente desenfocado, ángulos inclinados, buena calidad de imagen.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/908444/,BIEN,Alejandro ,Ruben,OK,"Muchas fotos del interior y exterior, muchas fotos bien iluminadas pero mejor enfocadas que las anteriores, bien encuadradas y detalladas, con un buen ángulo y sin sobrestauración.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/st-line-x-2-5-duratec-fhev-auto/908445/,BIEN,Santiago,Alejandro,OK,"Iluminación buena, se enseña el exterior e interior con buenos angulos, mejorar encuadre de interior.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/titanium-1-5-ecoboost-110kw-150cv/999497/,BIEN,Ruben,Alejandro,OK,"20 fotos, las imágenes no son malas pero tampoco muy buenas el color y la iluminación son algo bajas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/gasolina/titanium-1-5t-ecoboost-110kw-150cv/1018452/,REGULAR,Lautaro,Ruben,Not OK,"Iluminación tenue, pocas fotos desenfocadas, buena calidad y ángulos inclinados.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-2-5-duratec-fhev-140kw-auto/743001/,BIEN,Ramón,Ruben,OK,Buenas fotos en general salvo alguna detalle que está borrosa y iluminación pobre en la del maletero.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-2-5-duratec-phev-165kw-auto/1010094/,BIEN,Santiago,Ramón,OK,"Fotos con buenos ángulos de interior y exterior, mejorar iluminación de algunas fotos de interior y su encuadre.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-2-5-duratec-phev-165kw-auto/691697/,BIEN,Ruben,Alejandro,OK,"20 fotos, se aprecia diversidad en los ángulos y luz homogénea aunque en alguna luz del interior se ve algo sobreexpuesta y pálida.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-2-5-duratec-phev-165kw-auto/691702/,MALA,Lautaro,Santiago,OK,"Mala iluminación, fotos descentradas y algunas desenfocadas, y ligeramente inclinadas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-2-5-duratec-phev-178kw-auto/868511/,REGULAR,Ramón,Ruben,OK,La mayoría de las fotos estan borrosas y algunas exteriores cortan el coche.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/1050192/,BIEN,Lautaro,Alejandro,OK,"Iluminación correcta, apenas inclinación, ángulos correctos y fotos enfocadas.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/836636/,REGULAR,Santiago,Ramón,OK,Iluminación regular y encuadre mejorable en interior.,,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/967062/,BIEN,Alejandro,Ruben,OK,"Fotos mejorables en el interior y exterior, muchas fotos bien iluminadas pero mejor enfocadas que las anteriores, detalladas, con un buen ángulo pero un porco torcidas y sin sobresaturación.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/967064/,REGULAR,Lautaro,Alejandro,OK,"Ángulos ligeramente inclinados, fotos desenfocadas iluminación tenue y exposición mala.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/984319/,MUY BIEN,Ruben,Ramón,OK,"27 fotos, todas las fotos estan bien excepto una que tiene algo de sobreexposicion.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/998563/,REGULAR,Santiago,Lautaro,OK,"Ángulos buenos de interior y exterior, iluminación mala en algunas fotos, encuadre de interior pésimos.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/st-line-x-2-5-duratec-phev-165kw-auto/999495/,MUY BIEN,Ramón,Santiago,Not OK,"Buenos ángulos y calidad, cubre todo el coche.",,,,,,,,,,
Ford,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/titanium-2-5-duratec-phev-165kw-auto/915740/,BIEN,Lautaro,Alejandro,OK,"Fotos ligeramente descentradas y desenfocadas, buena calidad y buenos ángulos.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/kuga/hibrido/vignale-2-5-duratec-phev-165kw-auto/1000647/,BIEN,Alejandro,Ruben,OK,"Fotos mejorables en el interior y exterior son decentes, muchas fotos bien iluminadas pero deberían de enfocarse más que las anteriores, detalladas, con un buen ángulo pero un porco torcidas y sin sobresaturación.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/mustang-mach-e/electrico/216kw-bateria-98-8kwh/788872/,BIEN,Ramón,Santiago,OK,Buenas fotos con detalle de todo el coche.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-design-mhev/1007477/,BIEN,Ruben,Ramón,OK,"La iluminación no es del todo mala pero hay algún fallo,23 fotos, los ángulos son buenos.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1011174/,MALA,Lautaro,Ramón,OK,"Mala iluminación, entorno sucio, angulos inclinados.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1025662/,REGULAR,Santiago,Alejandro,OK,"Buenos ángulos de interior y exterior, mejorar iluminación, enfoque y encuadre de interior.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1047649/,BIEN,Lautaro,Santiago,OK,"Iluminación mejorable, poca inclinación, buena calidad de imagen, foto detalle claras.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1050193/,BIEN,Ramón,Ruben,Not OK,Buenas fotos pero algunas interiores son bastante cerradas.,,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1056195/,REGULAR,Ruben,Ramón,OK,"24 fotos, la iluminación es mejorable, los ángulos podrían ser más rectos, la calidad es media.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev-auto/1056568/,BIEN,Lautaro,Santiago,OK,"Iluminación mejorable, buenos ángulos, buena calidad de imagen, foto detalle claras.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev/1004355/,BIEN,Santiago,Lautaro,OK,"Buenos ángulos, interior y exterior, iluminación muy buena. Mejorar en el encuadre de interior.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-mhev/1005402/,MUY BIEN,Ramón,Ruben,OK,"Muchas fotos, buena elección de ángulos e iluminación.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1004352/,BIEN,Alejandro,Ramón,OK,"Muchas fotos bien iluminadas, buenos ángulos enfocados y encuadrados sin sobresaturación y bien detallados.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1006709/,MUY BIEN,Lautaro,Alejandro,OK,"iluminación correcta, buenos ángulos, fotos de calidad y buen encuadre.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1026345/,REGULAR,Ruben,Ramón,OK,"20 fotos, la iluminación es excesiva y tiene sobreexposición, enblanquece el color del coche.",,,,,,,,,,
,,https://www.deysa.com/coches/usados/madrid/ford/puma/gasolina/1-0-ecoboost-125cv-st-line-x-mhev/1050194/,BIEN,Santiago,Ruben,OK,"Buenos ángulos, se muestra interior y exterior, iluminación buena, problema con colores y encuadre mejorable.",,,,,,,,,,
